ID1,Reference,Province,Ecoregion,Region,Country,Platform,Thermal_regime,Location,Site,Year,Date,Period_ENOS,Coral_cover,Algal_cover,Lat,Lon
125,"Garzón-Ferreira, 2000 ",Tropical_East_Pacific,Panama_Bight,Colombia,Colombia,Continental,Upwelling,Gorgona_Island,Gorgona_Island,1998,1/1/98,1998-2016,66.59,19.76,2.953784,-78.17612
126,"Garzón-Ferreira, 2000 ",Tropical_East_Pacific,Panama_Bight,Colombia,Colombia,Continental,Upwelling,Gorgona_Island,Gorgona_Island,1999,1/1/99,1998-2016,64.39,19.02,2.953784,-78.17612
127,"Garzón-Ferreira, 2000",Tropical_East_Pacific,Panama_Bight,Colombia,Colombia,Continental,Upwelling,Gorgona_Island,Gorgona_Island,2000,1/1/00,1998-2016,80.49,6.59,2.953784,-78.17612
128,"Zapata, 2010 ",Tropical_East_Pacific,Panama_Bight,Colombia,Colombia,Continental,Upwelling,Gorgona_Island,La_Azufrada,1998,1/1/98,1998-2016,62.54,36,2.953784,-78.17612
129,"Zapata, 2010 ",Tropical_East_Pacific,Panama_Bight,Colombia,Colombia,Continental,Upwelling,Gorgona_Island,La_Azufrada,1999,1/1/99,1998-2016,56.11,43,2.953784,-78.17612
130,"Zapata, 2010",Tropical_East_Pacific,Panama_Bight,Colombia,Colombia,Continental,Upwelling,Gorgona_Island,La_Azufrada,2000,1/1/00,1998-2016,65.99,36,2.953784,-78.17612
131,"Zapata, 2010",Tropical_East_Pacific,Panama_Bight,Colombia,Colombia,Continental,Upwelling,Gorgona_Island,La_Azufrada,2001,1/1/01,1998-2016,55.17,45,2.953784,-78.17612
132,"Zapata, 2010",Tropical_East_Pacific,Panama_Bight,Colombia,Colombia,Continental,Upwelling,Gorgona_Island,La_Azufrada,2002,1/1/02,1998-2016,57.05,42,2.953784,-78.17612
133,"Zapata, 2010",Tropical_East_Pacific,Panama_Bight,Colombia,Colombia,Continental,Upwelling,Gorgona_Island,La_Azufrada,2003,1/1/03,1998-2016,55.64,48,2.953784,-78.17612
134,"Zapata, 2010",Tropical_East_Pacific,Panama_Bight,Colombia,Colombia,Continental,Upwelling,Gorgona_Island,La_Azufrada,2004,1/1/04,1998-2016,55.49,47,2.953784,-78.17612
135,"Zapata, 2010",Tropical_East_Pacific,Panama_Bight,Colombia,Colombia,Continental,Upwelling,Gorgona_Island,Gorgona_Island,1992,1/1/92,1983-1997,56,36,2.953784,-78.17612
136,"Zapata, 2010",Tropical_East_Pacific,Panama_Bight,Colombia,Colombia,Continental,Upwelling,Gorgona_Island,Gorgona_Island,1995,1/1/95,1983-1997,70,26,2.953784,-78.17612
137,"Zapata, 2010",Tropical_East_Pacific,Panama_Bight,Colombia,Colombia,Continental,Upwelling,Gorgona_Island,Gorgona_Island,1996,1/1/96,1983-1997,57,42,2.953784,-78.17612
139,"INVEMAR, 2005",Tropical_East_Pacific,Panama_Bight,Colombia,Colombia,Continental,Upwelling,Gorgona_Island,Gorgona_Island,2004,1/1/04,1998-2016,74.52,17.4,2.953784,-78.17612
140,"INVEMAR, 2005",Tropical_East_Pacific,Panama_Bight,Colombia,Colombia,Continental,Upwelling,Gorgona_Island,Gorgona_Island,2005,1/1/05,1998-2016,63.35,24.21,2.953784,-78.17612
141,"Vargas-Angel, 1996 ",Tropical_East_Pacific,Panama_Bight,Colombia,Colombia,Continental,Upwelling,Ensenada_de_Utria,Chola_reef,1988,1/1/88,1983-1997,32.4,,5.992011,-77.344737
142,"Vargas-Angel, 1996 ",Tropical_East_Pacific,Panama_Bight,Colombia,Colombia,Continental,Upwelling,Ensenada_de_Utria,Chola_reef,1989,1/1/89,1983-1997,32.4,,5.992011,-77.344737
143,"Rodríguez-Ramírez, 2006 ",Tropical_East_Pacific,Panama_Bight,Colombia,Colombia,Continental,Upwelling,Gorgona_Island,Gorgona_Island,2003,1/1/03,1998-2016,74.3,17.3,2.953784,-78.17612
144,"Rodríguez-Ramírez, 2006",Tropical_East_Pacific,Panama_Bight,Colombia,Colombia,Oceanic,Upwelling,Malpelo_Island,Malpelo_Island,2003,1/1/03,1998-2016,49.6,49.6,4.003333,-81.607222
145,"Glynn, 2009 ",Galapagos,Northern_Galapagos_Islands,Northern_Galapagos_Islands,Ecuador,Oceanic,Galapagos_Islands,Galapagos_Islands ,Darwin_Island,2007,1/1/07,1998-2016,21.1,,1.655556,-92.008333
146,"Edgar, 2010",Galapagos,Northern_Galapagos_Islands,Northern_Galapagos_Islands,Ecuador,Oceanic,Galapagos_Islands,Galapagos_Islands ,Northern ,2004,1/1/04,1998-2016,5.8,2.6,0.400342,-90.376965
147,"Edgar, 2010 ",Galapagos,Western_Galapagos_Islands,Western_Galapagos_Islands,Ecuador,Oceanic,Galapagos_Islands,Galapagos_Islands ,Central,2004,1/1/04,1998-2016,2.3,3.3,-0.408688,-90.170396
148,"Edgar, 2010 ",Galapagos,Western_Galapagos_Islands,Western_Galapagos_Islands,Ecuador,Oceanic,Galapagos_Islands,Galapagos_Islands ,Western,2004,1/1/04,1998-2016,0.02,14.9,-0.684512,-91.631787
149,"Glynn, 1983",Galapagos,Eastern_Galapagos_Islands,Eastern_Galapagos_Islands,Ecuador,Oceanic,Galapagos_Islands,Galapagos_Islands ,San_Cristobal_Island,1975,1/1/75,1973-1982,20,,-0.749502,-89.453331
150,"Glynn, 1983",Galapagos,Eastern_Galapagos_Islands,Eastern_Galapagos_Islands,Ecuador,Oceanic,Galapagos_Islands,Galapagos_Islands ,La_Espanola,1976,1/1/76,1973-1982,37.4,,-1.352008,-89.653074
151,"Glynn, 1983",Galapagos,Eastern_Galapagos_Islands,Eastern_Galapagos_Islands,Ecuador,Oceanic,Galapagos_Islands,Galapagos_Islands ,Floreana_Island,1975,1/1/75,1973-1982,36.3,,-1.232258,-90.453986
152,"Glynn, 1983",Galapagos,Eastern_Galapagos_Islands,Eastern_Galapagos_Islands,Ecuador,Oceanic,Galapagos_Islands,Galapagos_Islands ,Santa_Fe_Island,1976,1/1/76,1973-1982,47.9,,-0.802377,-90.038025
153,"Glynn, 1983",Tropical_East_Pacific,Nicoya,Gulf_of_Chiriqui,Panama,Continental,Thermally_Stable,Gulf_of_Chiriqui,Uva_Island,1978,1/1/78,1973-1982,18.06,,7.79297,-81.75487
154,"Glynn, 1983",Tropical_East_Pacific,Nicoya,Gulf_of_Chiriqui,Panama,Continental,Thermally_Stable,Gulf_of_Chiriqui,Uva_Island,1982,1/1/82,1973-1982,18.06,,7.79297,-81.75487
155,"Glynn, 1983",Tropical_East_Pacific,Nicoya,Gulf_of_Chiriqui,Panama,Continental,Thermally_Stable,Gulf_of_Chiriqui,Uva_Island,1983,1/1/83,1983-1997,1.2,,7.79297,-81.75487
156,"Glynn, 1983",Tropical_East_Pacific,Nicoya,Gulf_of_Chiriqui,Panama,Continental,Thermally_Stable,Gulf_of_Chiriqui,Uva_Island,1983,1/1/83,1983-1997,1,,7.79297,-81.75487
157,"Glynn, 1983",Tropical_East_Pacific,Nicoya,Gulf_of_Chiriqui,Panama,Continental,Thermally_Stable,Gulf_of_Chiriqui,Uva_Island,1978,1/1/78,1973-1982,16.5,,7.79297,-81.75487
158,"Glynn, 1983",Tropical_East_Pacific,Nicoya,Gulf_of_Chiriqui,Panama,Continental,Thermally_Stable,Gulf_of_Chiriqui,Uva_Island,1980,1/1/80,1973-1982,16.5,,7.79297,-81.75487
159,"Glynn, 1983",Tropical_East_Pacific,Nicoya,Gulf_of_Chiriqui,Panama,Continental,Thermally_Stable,Gulf_of_Chiriqui,Secas_Islands,1983,1/1/83,1983-1997,5.7,,7.955,-82.0125
160,"Glynn, 1983",Tropical_East_Pacific,Nicoya,Gulf_of_Chiriqui,Panama,Continental,Thermally_Stable,Gulf_of_Chiriqui,Secas_Islands,1983,1/1/83,1983-1997,5.1,,7.955,-82.0125
161,"Glynn, 1983",Tropical_East_Pacific,Panama_Bight,Panama_Bight,Panama,Continental,Upwelling,Pearl_Islands,Saboga_Island,1983,1/1/83,1983-1997,5.9,,8.62595,-79.055038
162,"Glynn, 1983",Tropical_East_Pacific,Panama_Bight,Panama_Bight,Panama,Continental,Upwelling,Pearl_Islands,Chapera_Islands,1983,1/1/83,1983-1997,1.1,,8.592511,-79.018458
163,"Glynn, 1983",Tropical_East_Pacific,Panama_Bight,Panama_Bight,Panama,Continental,Upwelling,Pearl_Islands,Contadora_Island,1983,1/1/83,1983-1997,3.4,,8.621906,-79.037179
164,"Alvarado, 2016 ",Tropical_East_Pacific,Cocos_Islands,Cocos_Islands,Costa_Rica,Oceanic,Thermally_Stable,Cocos_Island,Cocos_Island,2013,1/1/13,1998-2016,36.6,12.57,5.529243,-87.06205
165,"Alvarado, 2016 ",Tropical_East_Pacific,Cocos_Islands,Cocos_Islands,Costa_Rica,Oceanic,Thermally_Stable,Cocos_Island,Cocos_Island,2014,1/1/14,1998-2016,36.6,12.57,5.529243,-87.06205
166,"Guzman, 1992 ",Tropical_East_Pacific,Cocos_Islands,Cocos_Islands,Costa_Rica,Oceanic,Thermally_Stable,Cocos_Island,Punta_Presidio,1987,1/1/87,1983-1997,3.47,,5.550755,-87.061218
167,"Garzon-Ferreira, 2004",Tropical_East_Pacific,Cocos_Islands,Cocos_Islands,Costa_Rica,Oceanic,Thermally_Stable,Cocos_Island,Cocos_Island,1992,1/1/92,1983-1997,3.5,,5.529243,-87.06205
168,"Garzón-Ferreira, 2000 ",Tropical_East_Pacific,Panama_Bight,Colombia,Colombia,Continental,Upwelling,Gorgona_Island,Gorgona_Island,1979,1/1/79,1973-1982,70,,2.953784,-78.17612
169,"Garzón-Ferreira, 2000 ",Tropical_East_Pacific,Panama_Bight,Colombia,Colombia,Continental,Upwelling,Gorgona_Island,Gorgona_Island,1983,1/1/83,1983-1997,15,,2.953784,-78.17612
170,"Garzón-Ferreira, 2000",Tropical_East_Pacific,Panama_Bight,Colombia,Colombia,Continental,Upwelling,Gorgona_Island,Gorgona_Island,1989,1/1/89,1983-1997,50,,2.953784,-78.17612
171,"Garzón-Ferreira, 2000",Tropical_East_Pacific,Panama_Bight,Colombia,Colombia,Continental,Upwelling,Gorgona_Island,Gorgona_Island,1995,1/1/95,1983-1997,78,,2.953784,-78.17612
172,"Garzón-Ferreira, 2000",Tropical_East_Pacific,Panama_Bight,Colombia,Colombia,Continental,Upwelling,Gorgona_Island,Gorgona_Island,1999,1/1/99,1998-2016,56,39,2.953784,-78.17612
173,"Garzón-Ferreira, 2000",Tropical_East_Pacific,Panama_Bight,Colombia,Colombia,Oceanic,Upwelling,Malpelo_Island,Malpelo_Island,1972,1/1/72,1971-1972,65,,4.003333,-81.607222
174,"Garzón-Ferreira, 2000",Tropical_East_Pacific,Panama_Bight,Colombia,Colombia,Oceanic,Upwelling,Malpelo_Island,Malpelo_Island,1999,1/1/99,1998-2016,45,,4.003333,-81.607222
175,"Garzón-Ferreira, 2000",Tropical_East_Pacific,Panama_Bight,Colombia,Colombia,Continental,Upwelling,Ensenada_de_Utria,Ensenada_de_Utria,1996,1/1/96,1983-1997,33,,5.992011,-77.344737
176,"Cortés, 2010",Tropical_East_Pacific,Nicoya,Nicaragua_Papagayo_Zone,Costa_Rica,Continental,Upwelling,Gulf_of_Papagayo,Isla_San_Pedrillo_Islas_Murcielago,1995,1/1/95,1983-1997,87.38,0.63,10.875,-85.932
177,"Cortés, 2010",Tropical_East_Pacific,Nicoya,Nicaragua_Papagayo_Zone,Costa_Rica,Continental,Upwelling,Gulf_of_Papagayo,Isla_San_Pedrillo_Islas_Murcielago,1996,1/1/96,1983-1997,88.01,0.63,10.875,-85.932
178,"Cortés, 2010",Tropical_East_Pacific,Nicoya,Nicaragua_Papagayo_Zone,Costa_Rica,Continental,Upwelling,Gulf_of_Papagayo,Isla_San_Pedrillo_Islas_Murcielago,1997,1/1/97,1983-1997,71.92,4.1,10.875,-85.932
179,"Cortés, 2010",Tropical_East_Pacific,Nicoya,Nicaragua_Papagayo_Zone,Costa_Rica,Continental,Upwelling,Gulf_of_Papagayo,Isla_San_Pedrillo_Islas_Murcielago,2001,1/1/01,1998-2016,87.38,0.95,10.875,-85.932
180,"Cortés, 2010",Tropical_East_Pacific,Nicoya,Nicaragua_Papagayo_Zone,Costa_Rica,Continental,Upwelling,Gulf_of_Papagayo,Bahia_Culebra,1994,1/1/94,1983-1997,57.41,,10.631,-85.6476
181,"Cortés, 2010",Tropical_East_Pacific,Nicoya,Nicaragua_Papagayo_Zone,Costa_Rica,Continental,Upwelling,Gulf_of_Papagayo,Bahia_Culebra,1997,1/1/97,1983-1997,29.97,,10.631,-85.6476
182,"Cortés, 2010",Tropical_East_Pacific,Nicoya,Nicaragua_Papagayo_Zone,Costa_Rica,Continental,Upwelling,Gulf_of_Papagayo,Bahia_Culebra,1998,1/1/98,1998-2016,41.58,,10.631,-85.6476
183,"Cortés, 2010",Tropical_East_Pacific,Nicoya,Nicaragua_Papagayo_Zone,Costa_Rica,Continental,Upwelling,Gulf_of_Papagayo,Bahia_Culebra,2001,1/1/01,1998-2016,47.64,,10.631,-85.6476
184,"Cortés, 2010",Tropical_East_Pacific,Nicoya,Nicaragua_Papagayo_Zone,Costa_Rica,Continental,Upwelling,Gulf_of_Papagayo,Bahia_Culebra,2003,1/1/03,1998-2016,43.27,,10.631,-85.6476
185,"Cortés, 2010",Tropical_East_Pacific,Nicoya,Nicaragua_Papagayo_Zone,Costa_Rica,Continental,Upwelling,Gulf_of_Papagayo,Bahia_Culebra,2005,1/1/05,1998-2016,48.32,,10.631,-85.6476
186,"Cortés, 2010",Tropical_East_Pacific,Nicoya,Costa_Rica_Southern,Costa_Rica,Continental,Thermally_Stable,Parque_Nacional_Marino_Ballena,Punta_Uvita,1992,1/1/92,1983-1997,21.5,,9.1449,-83.7627
187,"Cortés, 2010",Tropical_East_Pacific,Nicoya,Costa_Rica_Southern,Costa_Rica,Continental,Thermally_Stable,Parque_Nacional_Marino_Ballena,Punta_Uvita,1994,1/1/94,1983-1997,26,,9.1449,-83.7627
188,"Cortés, 2010",Tropical_East_Pacific,Nicoya,Costa_Rica_Southern,Costa_Rica,Continental,Thermally_Stable,Parque_Nacional_Marino_Ballena,Punta_Uvita,2001,1/1/01,1998-2016,12,,9.1449,-83.7627
189,"Cortés, 2010",Tropical_East_Pacific,Nicoya,Costa_Rica_Southern,Costa_Rica,Continental,Thermally_Stable,Parque_Nacional_Marino_Ballena,Punta_Uvita,2003,1/1/03,1998-2016,6,,9.1449,-83.7627
190,"Cortés, 2010",Tropical_East_Pacific,Nicoya,Costa_Rica_Southern,Costa_Rica,Continental,Thermally_Stable,Parque_Nacional_Marino_Ballena,Punta_Uvita,2004,1/1/04,1998-2016,6.8,,9.1449,-83.7627
191,"Cortés, 2010",Tropical_East_Pacific,Nicoya,Costa_Rica_Southern,Costa_Rica,Continental,Thermally_Stable,Parque_Nacional_Marino_Ballena,Punta_Uvita,2005,1/1/05,1998-2016,7.8,,9.1449,-83.7627
192,"Cortés, 2010",Tropical_East_Pacific,Nicoya,Costa_Rica_Southern,Costa_Rica,Continental,Thermally_Stable,Parque_Nacional_Marino_Ballena,Rocas_las_tres_hermanas,2003,1/1/03,1998-2016,40.5,,9.10336,-83.717787
193,"Cortés, 2010",Tropical_East_Pacific,Nicoya,Costa_Rica_Southern,Costa_Rica,Continental,Thermally_Stable,Parque_Nacional_Marino_Ballena,Rocas_las_tres_hermanas,2004,1/1/04,1998-2016,38,,9.10336,-83.717787
194,"Cortés, 2010",Tropical_East_Pacific,Nicoya,Costa_Rica_Southern,Costa_Rica,Continental,Thermally_Stable,Parque_Nacional_Marino_Ballena,Rocas_las_tres_hermanas,2005,1/1/05,1998-2016,41,,9.10336,-83.717787
195,"Cortés, 2010",Tropical_East_Pacific,Nicoya,Costa_Rica_Southern,Costa_Rica,Continental,Thermally_Stable,Golfo_Dulce,Sandalo_Reef,1992,1/1/92,1983-1997,29,,8.57821,-83.330269
196,"Cortés, 2010",Tropical_East_Pacific,Nicoya,Costa_Rica_Southern,Costa_Rica,Continental,Thermally_Stable,Golfo_Dulce,Sandalo_Reef,1996,1/1/96,1983-1997,17,,8.57821,-83.330269
197,"Cortés, 2010",Tropical_East_Pacific,Nicoya,Costa_Rica_Southern,Costa_Rica,Continental,Thermally_Stable,Golfo_Dulce,Punta_Islotes,1992,1/1/92,1983-1997,2,,8.723205,-83.385535
198,"Cortés, 2010",Tropical_East_Pacific,Nicoya,Costa_Rica_Southern,Costa_Rica,Continental,Thermally_Stable,Golfo_Dulce,Punta_Islotes,1996,1/1/96,1983-1997,10,,8.723205,-83.385535
199,"Fonseca, 2006 ",Tropical_East_Pacific,Nicoya,Costa_Rica_Southern,Costa_Rica,Continental,Thermally_Stable,Cano_island,Cano_island,1992,1/1/92,1983-1997,30,,8.7155,-83.8724
200,"Fonseca, 2006 ",Tropical_East_Pacific,Nicoya,Costa_Rica_Southern,Costa_Rica,Continental,Thermally_Stable,Golfo_Dulce,Sandalo_Reef,1992,1/1/92,1983-1997,27,,8.57821,-83.330269
201,"Fonseca, 2006",Tropical_East_Pacific,Nicoya,Costa_Rica_Southern,Costa_Rica,Continental,Thermally_Stable,Golfo_Dulce,Punta_Islotes,1992,1/1/92,1983-1997,2,,8.723205,-83.385535
202,"Fonseca, 2006",Tropical_East_Pacific,Nicoya,Costa_Rica_Southern,Costa_Rica,Continental,Thermally_Stable,Cano_island,Cano_island,1996,1/1/96,1983-1997,24.35,,8.7155,-83.8724
203,"Fonseca, 2006",Tropical_East_Pacific,Nicoya,Costa_Rica_Southern,Costa_Rica,Continental,Thermally_Stable,Golfo_Dulce,Sandalo_Reef,1996,1/1/96,1983-1997,16.72,,8.57821,-83.330269
204,"Fonseca, 2006",Tropical_East_Pacific,Nicoya,Costa_Rica_Southern,Costa_Rica,Continental,Thermally_Stable,Golfo_Dulce,Punta_Islotes,1996,1/1/96,1983-1997,9.94,,8.723205,-83.385535
205,"Carriquiry, 1997 ",Tropical_East_Pacific,Cortezian,Mexican_Central,Mexico,Continental,Seasonal,Bahia_Banderas,Punta_Mita,1991,1/1/91,1983-1997,32.7,,20.772027,-105.543675
206,"Cupul Magaña, 2015 ",Tropical_East_Pacific,Cortezian,Mexican_Central,Mexico,Continental,Seasonal,Isla_Isabel,Isla_Isabel,2013,1/1/13,1998-2016,12.2,,21.842023,-105.882884
207,"Cupul Magaña, 2015 ",Tropical_East_Pacific,Cortezian,Mexican_Central,Mexico,Continental,Seasonal,Bahia_Banderas,Islas_Marietas,2013,1/1/13,1998-2016,12.5,,20.699306,-105.699319
208,"Cupul Magaña, 2015",Tropical_East_Pacific,Cortezian,Mexican_Central,Mexico,Continental,Seasonal,Isla_Isabel,Isla_Isabel,2014,1/1/14,1998-2016,3.81,,21.842023,-105.882884
209,"Cupul Magaña, 2015",Tropical_East_Pacific,Cortezian,Mexican_Central,Mexico,Continental,Seasonal,Bahia_Banderas,Islas_Marietas,2014,1/1/14,1998-2016,11.81,,20.699306,-105.699319
210,"Hernández-Zulueta, 2017",Tropical_East_Pacific,Cortezian,Mexican_Central,Mexico,Continental,Seasonal,Isla_Isabel,Isla_Isabel,2011,1/1/11,1998-2016,10.51,,21.842023,-105.882884
211,"Hernández-Zulueta, 2017",Tropical_East_Pacific,Cortezian,Mexican_Central,Mexico,Continental,Seasonal,Bahia_Banderas,Islas_Marietas,2011,1/1/11,1998-2016,13.04,,20.699306,-105.699319
212,"Hernández-Zulueta, 2017",Tropical_East_Pacific,Mexican_Tropical_Pacific,Mexican_Central,Mexico,Continental,Seasonal,Bahia_Chamela,Bahia_Chamela,2010,1/1/10,1998-2016,15.22,,19.561787,-105.121292
213,"Hernández-Zulueta, 2017",Tropical_East_Pacific,Mexican_Tropical_Pacific,Mexican_Central,Mexico,Continental,Seasonal,Bahia_de_Carrizales,Bahia_Cuastecomates_Punta_Melaque,2010,1/1/10,1998-2016,39.13,,19.225426,-104.820301
214,"Hernández-Zulueta, 2017",Tropical_East_Pacific,Mexican_Tropical_Pacific,Mexican_Central,Mexico,Continental,Thermally_Stable,Colima,Bahia_Ceniceros,2010,1/1/10,1998-2016,28.62,,19.071631,-104.423454
215,"Hernández-Zulueta, 2017",Tropical_East_Pacific,Mexican_Tropical_Pacific,Mexican_Central,Mexico,Continental,Thermally_Stable,Colima,Bahia_Santiago,2010,1/1/10,1998-2016,10.87,,19.09452,-104.38605
216,"Hernández-Zulueta, 2017",Tropical_East_Pacific,Mexican_Tropical_Pacific,Mexican_Central,Mexico,Continental,Thermally_Stable,Michoacan,Isla_Faro,2010,1/1/10,1998-2016,6.16,,18.339884,-103.513164
217,"Hernández-Zulueta, 2017",Tropical_East_Pacific,Mexican_Tropical_Pacific,Mexican_Central,Mexico,Continental,Thermally_Stable,Caleta_de_Campos,Caleta_de_Campos,2010,1/1/10,1998-2016,1.81,,18.068062,-102.748614
218,"López-Pérez, 2015 ",Tropical_East_Pacific,Cortezian,Mexican_Central,Mexico,Oceanic,Seasonal,Islas_Marias,San_Juanito ,2007,1/1/07,1998-2016,18.67,,21.743388,-106.649075
219,"López-Pérez, 2015",Tropical_East_Pacific,Cortezian,Mexican_Central,Mexico,Oceanic,Seasonal,Islas_Marias,Maria_Madre,2007,1/1/07,1998-2016,27.29,,21.521268,-106.531557
220,"López-Pérez, 2015",Tropical_East_Pacific,Cortezian,Mexican_Central,Mexico,Oceanic,Seasonal,Islas_Marias,Magdalena ,2007,1/1/07,1998-2016,6.31,,21.454022,-106.317313
221,"López-Pérez, 2015",Tropical_East_Pacific,Cortezian,Mexican_Central,Mexico,Oceanic,Seasonal,Islas_Marias,Cleofas,2007,1/1/07,1998-2016,38.28,,21.263745,-106.219987
222,"López-Pérez, 2012",Tropical_East_Pacific,Mexican_Tropical_Pacific,Mexican_Central,Mexico,Continental,Thermally_Stable,Ixtapa,Morro_de_Cerro_Colorado ,2009,1/1/09,1998-2016,31.58,2.92,17.681018,-101.659519
223,"López-Pérez, 2012",Tropical_East_Pacific,Mexican_Tropical_Pacific,Mexican_Central,Mexico,Continental,Thermally_Stable,Ixtapa,Nudista,2009,1/1/09,1998-2016,79.53,0.58,17.665053,-101.642203
224,"López-Pérez, 2012",Tropical_East_Pacific,Mexican_Tropical_Pacific,Mexican_Central,Mexico,Continental,Thermally_Stable,Ixtapa,Zacatoso ,2009,1/1/09,1998-2016,64.33,4.09,17.655699,-101.622449
225,"López-Pérez, 2012",Tropical_East_Pacific,Mexican_Tropical_Pacific,Mexican_Central,Mexico,Continental,Thermally_Stable,Ixtapa,El_Chato,2009,1/1/09,1998-2016,26.9,1.17,17.647913,-101.621111
226,"López-Pérez, 2012",Tropical_East_Pacific,Mexican_Tropical_Pacific,Mexican_Central,Mexico,Continental,Thermally_Stable,Ixtapa,Caleta_de_Chon ,2009,1/1/09,1998-2016,41.52,16.37,17.612258,-101.555725
227,"López-Pérez, 2012",Tropical_East_Pacific,Mexican_Tropical_Pacific,Mexican_Central,Mexico,Continental,Thermally_Stable,Ixtapa,Manzanillo,2009,1/1/09,1998-2016,59.06,10.53,17.622973,-101.516327
228,"López-Pérez, 2012",Tropical_East_Pacific,Mexican_Tropical_Pacific,Mexican_Central,Mexico,Continental,Thermally_Stable,Ixtapa,Morros_de_Potosi,2009,1/1/09,1998-2016,18.13,35.67,17.532604,-101.494172
229,"López-Pérez, 2012",Tropical_East_Pacific,Mexican_Tropical_Pacific,Mexican_Central,Mexico,Continental,Thermally_Stable,Acapulco,El_Jardin,2009,1/1/09,1998-2016,0.58,91.81,16.823666,-99.916093
230,"López-Pérez, 2012",Tropical_East_Pacific,Mexican_Tropical_Pacific,Mexican_Central,Mexico,Continental,Thermally_Stable,Acapulco,Las_Palmitas,2009,1/1/09,1998-2016,1.75,85.96,16.823927,-99.912524
231,"López-Pérez, 2012",Tropical_East_Pacific,Mexican_Tropical_Pacific,Mexican_Central,Mexico,Continental,Thermally_Stable,Acapulco,El_Ripial,2009,1/1/09,1998-2016,4.09,76.02,16.822049,-99.900564
232,"López-Pérez, 2012",Tropical_East_Pacific,Mexican_Tropical_Pacific,Mexican_Central,Mexico,Continental,Thermally_Stable,Acapulco,Hierbabuena,2009,1/1/09,1998-2016,0.58,90.06,16.824202,-99.898967
233,"López-Pérez, 2012",Tropical_East_Pacific,Mexican_Tropical_Pacific,Mexican_Central,Mexico,Continental,Thermally_Stable,Acapulco,Hawaii_5.0,2009,1/1/09,1998-2016,11.7,82.46,16.821424,-99.897923
234,"López-Pérez, 2012",Tropical_East_Pacific,Mexican_Tropical_Pacific,Mexican_Central,Mexico,Continental,Thermally_Stable,Acapulco,Punta_Bufadora,2009,1/1/09,1998-2016,1.17,94.74,16.819526,-99.902401
235,"Glynn, 1983",Tropical_East_Pacific,Nicoya,Nicaragua_Papagayo_Zone,Costa_Rica,Continental,Upwelling,Gulf_of_Papagayo,Culebra_Bay,1978,1/1/78,1973-1982,0.7,,10.621859,-85.662063
236,"Glynn, 1983 ",Tropical_East_Pacific,Nicoya,Nicaragua_Papagayo_Zone,Costa_Rica,Continental,Upwelling,Gulf_of_Papagayo,Cabo_Santa_Elena,1978,1/1/78,1973-1982,1.1,,10.899456,-85.937834
237,"Glynn, 1983",Tropical_East_Pacific,Nicoya,Gulf_of_Chiriqui,Panama,Continental,Thermally_Stable,Gulf_of_Chiriqui,Uva_Island,1980,1/1/80,1973-1982,7.5,,7.79297,-81.75487
238,"Glynn, 1983",Tropical_East_Pacific,Nicoya,Gulf_of_Chiriqui,Costa_Rica,Continental,Thermally_Stable,Gulf_of_Chiriqui,Gulf_of_Chiriqui,1980,1/1/80,1973-1982,29,,8.013943,-82.152346
239,"Glynn, 1983",Tropical_East_Pacific,Nicoya,Gulf_of_Chiriqui,Costa_Rica,Continental,Thermally_Stable,Gulf_of_Chiriqui,Gulf_of_Chiriqui,1972,1/1/72,1971-1972,12.4,,8.069903,-82.201558
240,"Glynn, 1983",Tropical_East_Pacific,Nicoya,Gulf_of_Chiriqui,Costa_Rica,Continental,Thermally_Stable,Gulf_of_Chiriqui,Gulf_of_Chiriqui,1972,1/1/72,1971-1972,42,,8.069903,-82.201558
241,"Glynn, 1983",Tropical_East_Pacific,Nicoya,Gulf_of_Chiriqui,Panama,Continental,Thermally_Stable,Gulf_of_Chiriqui,Secas_Islands,1974,1/1/74,1973-1982,18.5,,7.955,-82.0125
242,"Glynn, 1983",Tropical_East_Pacific,Nicoya,Gulf_of_Chiriqui,Costa_Rica,Continental,Thermally_Stable,Gulf_of_Chiriqui,Gulf_of_Chiriqui,1974,1/1/74,1973-1982,13.1,,8.069903,-82.201558
243,"Glynn, 1983",Tropical_East_Pacific,Nicoya,Gulf_of_Chiriqui,Costa_Rica,Continental,Thermally_Stable,Gulf_of_Chiriqui,Gulf_of_Chiriqui,1974,1/1/74,1973-1982,11.3,,8.069903,-82.201558
244,"Glynn, 1983",Tropical_East_Pacific,Nicoya,Gulf_of_Chiriqui,Costa_Rica,Continental,Thermally_Stable,Gulf_of_Chiriqui,Gulf_of_Chiriqui,1974,1/1/74,1973-1982,77.4,,8.069903,-82.201558
245,"Glynn, 1983",Tropical_East_Pacific,Nicoya,Gulf_of_Chiriqui,Costa_Rica,Continental,Thermally_Stable,Gulf_of_Chiriqui,Gulf_of_Chiriqui,1974,1/1/74,1973-1982,35.9,,8.069903,-82.201558
246,"Glynn, 1983",Tropical_East_Pacific,Nicoya,Gulf_of_Chiriqui,Costa_Rica,Continental,Thermally_Stable,Gulf_of_Chiriqui,Gulf_of_Chiriqui,1974,1/1/74,1973-1982,71,,8.069903,-82.201558
