"","ID1","Reference","Province","Ecoregion","Region","Country","Platform","Thermal_regime","Location","Site","Start_year","End_year","Year_interval","Start_coral_cover","End_coral_cover","Log_annual_rate_of_change","Overall_annual_rate_of_change","Ln_annual_rate_of_change","Lat","Lon","Year","maxDHW","maxSST"
"97",439,"{Zapata, 2017 #107449}","Tropical_East_Pacific","Panama_Bight","Colombia","Colombia","Continental","Upwelling","Gorgona_Island","La_Azufrada",2008,2009,1,39.2,42.18,0.03,7.59,7.32,2.953784,-78.17612,2008,0,28.5399990081787
"98",440,"{Zapata, 2017 #107449}","Tropical_East_Pacific","Panama_Bight","Colombia","Colombia","Continental","Upwelling","Gorgona_Island","La_Azufrada",2009,2010,1,42.18,43.93,0.02,4.15,4.07,2.953784,-78.17612,2009,0,28.3899993896484
"99",441,"{Zapata, 2017 #107449}","Tropical_East_Pacific","Panama_Bight","Colombia","Colombia","Continental","Upwelling","Gorgona_Island","La_Azufrada",2010,2011,1,43.93,43.58,0,-0.8,-0.8,2.953784,-78.17612,2010,6.93199810156154,30.1399993896484
"100",442,"{Zapata, 2017 #107449}","Tropical_East_Pacific","Panama_Bight","Colombia","Colombia","Continental","Upwelling","Gorgona_Island","La_Azufrada",2011,2012,1,43.58,42,-0.02,-3.61,-3.68,2.953784,-78.17612,2011,1.30694703132876,29.3199996948242
"101",443,"{Zapata, 2017 #107449}","Tropical_East_Pacific","Panama_Bight","Colombia","Colombia","Continental","Upwelling","Gorgona_Island","La_Azufrada",2012,2013,1,42,46.03,0.04,9.58,9.15,2.953784,-78.17612,2012,2.88016444840974,29.3499984741211
"102",444,"{Zapata, 2017 #107449}","Tropical_East_Pacific","Panama_Bight","Colombia","Colombia","Continental","Upwelling","Gorgona_Island","La_Azufrada",2013,2014,1,46.03,50.75,0.04,10.27,9.77,2.953784,-78.17612,2013,0,28.4799995422363
"103",477,"{Jimenez, 2001 #47174}","Tropical_East_Pacific","Nicoya","Nicaragua_Papagayo_Zone","Costa_Rica","Continental","Upwelling","Gulf_of_Papagayo","Leptoseris_reef",1996,1997,1,68.9,7.69,-0.95,-88.83,-219.24,10.591622,-85.66936,1996,0,29.6499996185303
"104",478,"{Jimenez, 2001 #47174}","Tropical_East_Pacific","Nicoya","Nicaragua_Papagayo_Zone","Costa_Rica","Continental","Upwelling","Gulf_of_Papagayo","Leptoseris_reef",1997,1998,1,11.37,4.35,-0.42,-61.75,-96.09,10.591622,-85.66936,1997,1.75591191561148,30.1599998474121
"105",491,"{Stuhldreier, 2015 #107202}","Tropical_East_Pacific","Nicoya","Nicaragua_Papagayo_Zone","Costa_Rica","Continental","Upwelling","Gulf_of_Papagayo","Matapalo",2013,2014,1,22,40,0.26,81.82,59.78,10.544322,-85.777829,2013,0,29.5299987792969
"106",506,"{Vera, 2009 #108111}","Galapagos","Northern_Galapagos_Islands","Northern_Galapagos_Islands","Ecuador","Oceanic","Galapagos_Islands ","Darwin_Island","Darwin_North_Anchorage",2005,2006,1,58,56.8,-0.01,-2.07,-2.09,1.681,-92.000568,2005,0,28.1999988555908
"107",507,"{Vera, 2009 #108111}","Galapagos","Northern_Galapagos_Islands","Northern_Galapagos_Islands","Ecuador","Oceanic","Galapagos_Islands ","Wolf_Island","Wolf_South_Corals",2005,2006,1,73.4,93.3,0.1,27.11,23.99,1.386712,-91.815721,2005,0,28.0399990081787
"108",508,"{Vera, 2009 #108111}","Galapagos","Eastern_Galapagos_Islands","Eastern_Galapagos_Islands","Ecuador","Oceanic","Galapagos_Islands ","Marchena_Island","Roca_Espejo_1",2005,2006,1,31.8,30.4,-0.02,-4.4,-4.5,0.316707,-90.401225,2005,1.9447268463421,28.75
"109",509,"{Vera, 2009 #108111}","Galapagos","Eastern_Galapagos_Islands","Eastern_Galapagos_Islands","Ecuador","Oceanic","Galapagos_Islands ","Marchena_Island","Roca_Espejo_2",2005,2006,1,12,14.2,0.07,18.33,16.83,0.316707,-90.401225,2005,1.9447268463421,28.75
"110",511,"{Vera, 2009 #108111}","Galapagos","Northern_Galapagos_Islands","Northern_Galapagos_Islands","Ecuador","Oceanic","Galapagos_Islands ","Darwin_Island","Hidden_Reef",2006,2007,1,75.6,90.5,0.08,19.71,17.99,1.676282,-92.007146,2006,1.85813739819304,28.8499984741211
"111",512,"{Vera, 2009 #108111}","Galapagos","Northern_Galapagos_Islands","Northern_Galapagos_Islands","Ecuador","Oceanic","Galapagos_Islands ","Darwin_Island","Darwin_North_Anchorage",2006,2007,1,56.8,58.1,0.01,2.29,2.26,1.681,-92.000568,2006,1.85813739819304,28.8499984741211
"112",514,"{Vera, 2009 #108111}","Galapagos","Northern_Galapagos_Islands","Northern_Galapagos_Islands","Ecuador","Oceanic","Galapagos_Islands ","Wolf_Island","Wolf_North_Corals",2006,2007,1,56.8,51.2,-0.05,-9.86,-10.38,1.386712,-91.815721,2006,2.11751312641347,28.8999996185303
"113",515,"{Vera, 2009 #108111}","Galapagos","Northern_Galapagos_Islands","Northern_Galapagos_Islands","Ecuador","Oceanic","Galapagos_Islands ","Wolf_Island","Wolf_South_Corals",2006,2007,1,93.3,83.2,-0.05,-10.83,-11.46,1.386712,-91.815721,2006,2.11751312641347,28.8999996185303
"114",517,"{Vera, 2009 #108111}","Galapagos","Eastern_Galapagos_Islands","Eastern_Galapagos_Islands","Ecuador","Oceanic","Galapagos_Islands ","Marchena_Island","Roca_Espejo_1",2006,2007,1,30.4,30.4,0,0,0,0.316707,-90.401225,2006,2.12699794518155,28.8699989318848
"115",518,"{Vera, 2009 #108111}","Galapagos","Eastern_Galapagos_Islands","Eastern_Galapagos_Islands","Ecuador","Oceanic","Galapagos_Islands ","Marchena_Island","Roca_Espejo_2",2006,2007,1,14.2,9.5,-0.17,-33.1,-40.2,0.316707,-90.401225,2006,2.12699794518155,28.8699989318848
"116",183,"{Cortés, 2010 #106002}","Tropical_East_Pacific","Nicoya","Nicaragua_Papagayo_Zone","Costa_Rica","Continental","Upwelling","Gulf_of_Papagayo","Bahia_Culebra",2001,2003,2,47.64,43.27,-0.04,-4.59,-78.95,10.631,-85.6476,2001,0,29.5399990081787
"117",184,"{Cortés, 2010 #106002}","Tropical_East_Pacific","Nicoya","Nicaragua_Papagayo_Zone","Costa_Rica","Continental","Upwelling","Gulf_of_Papagayo","Bahia_Culebra",2003,2005,2,43.27,48.32,0.05,5.84,-58.27,10.631,-85.6476,2003,1.64042104805199,30.4699993133545
"118",371,"{Calderón-Aguilera, 2006 #107009}","Tropical_East_Pacific","Cortezian","Mexican_Northern","Mexico","Continental","Seasonal","Los_Cabos ","Cabo_Pulmo",1989,1991,2,31.88,29.87,-0.03,-3.16,-75.85,23.368583,-109.416667,1989,0,29.8899993896484
"119",372,"{Calderón-Aguilera, 2006 #107009}","Tropical_East_Pacific","Cortezian","Mexican_Northern","Mexico","Continental","Seasonal","Los_Cabos ","Cabo_Pulmo",1991,1993,2,29.87,30.97,0.02,1.84,-65.7,23.368583,-109.416667,1991,0.938588283499894,30.8099994659424
"120",61,"{Jimenez, 2003 #47171}","Tropical_East_Pacific","Nicoya","Gulf_of_Chiriqui","Costa_Rica","Continental","Thermally_Stable","Parque_Nacional_Marino_Ballena","Cambutal",1992,1994,2,22.83,25,0.04,4.76,-60.22,9.372058,-84.15573,1992,2.09334780088453,30.9099998474121
"121",72,"{Glynn, 1988 #100056}","Tropical_East_Pacific","Nicoya","Costa_Rica_Southern","Costa_Rica","Continental","Thermally_Stable","Cano_island","Cano_island",1982,1984,2,41.54,12.52,-0.52,-34.93,-189.25,8.7155,-83.8724,1982,2.39048735070495,31.0699996948242
"122",278,"{Guzman, 2001 #2002}","Tropical_East_Pacific","Nicoya","Costa_Rica_Southern","Costa_Rica","Continental","Thermally_Stable","Cano_island","Cano_island",1985,1987,2,10.7,6.98,-0.19,-17.38,-112.02,8.7155,-83.8724,1985,0,29.75
"123",279,"{Guzman, 2001 #2002}","Tropical_East_Pacific","Nicoya","Costa_Rica_Southern","Costa_Rica","Continental","Thermally_Stable","Cano_island","Cano_island",1987,1989,2,6.98,8.85,0.1,13.37,-45.61,8.7155,-83.8724,1987,0.765352188873792,30.5499992370605
"124",411,"{Alvarado, 2012 #85692}","Tropical_East_Pacific","Nicoya","Costa_Rica_Southern","Costa_Rica","Continental","Thermally_Stable","Cano_island","Cano_island",2007,2009,2,26.6,38.3,0.16,21.99,-32.86,8.7155,-83.8724,2007,0,30.2899990081787
"125",506,"{Vera, 2009 #108111}","Galapagos","Northern_Galapagos_Islands","Northern_Galapagos_Islands","Ecuador","Oceanic","Galapagos_Islands ","Darwin_Island","Darwin_North_Anchorage",2005,2007,2,58,58.1,0,0.09,-69.14,1.681,-92.000568,2005,0,28.1999988555908
"126",128,"{Zapata, 2010 #48945}","Tropical_East_Pacific","Panama_Bight","Colombia","Colombia","Continental","Upwelling","Gorgona_Island","La_Azufrada",1996,1998,2,57,62.54,0.04,4.86,-60.04,2.953784,-78.17612,1996,0,28.5599994659424
"127",207,"{Cupul Magaña, 2015 #106004}","Tropical_East_Pacific","Cortezian","Mexican_Central","Mexico","Continental","Seasonal","Bahia_Banderas","Islas_Marietas",2011,2013,2,13.04,12.5,-0.02,-2.08,-73.57,21.842023,-105.882884,2011,0.647511412549599,31.3699989318848
"128",186,"{Cortés, 2010 #106002}","Tropical_East_Pacific","Nicoya","Costa_Rica_Southern","Costa_Rica","Continental","Thermally_Stable","Parque_Nacional_Marino_Ballena","Punta_Uvita",1992,1994,2,21.5,26,0.08,10.47,-50.31,9.1449,-83.7627,1992,2.06466746754047,31.1199989318848
"129",188,"{Cortés, 2010 #106002}","Tropical_East_Pacific","Nicoya","Costa_Rica_Southern","Costa_Rica","Continental","Thermally_Stable","Parque_Nacional_Marino_Ballena","Punta_Uvita",2001,2003,2,12,6,-0.3,-25,-138.63,9.1449,-83.7627,2001,0,30.5499992370605
"130",481,"{Alvarado, 2005 #2050}","Tropical_East_Pacific","Nicoya","Costa_Rica_Southern","Costa_Rica","Continental","Thermally_Stable","Parque_Nacional_Marino_Ballena","Punta_Uvita",1992,1994,2,22,27.8,0.1,13.18,-45.92,9.1449,-83.7627,1992,2.06466746754047,31.1199989318848
"131",483,"{Alvarado, 2005 #2050}","Tropical_East_Pacific","Nicoya","Costa_Rica_Southern","Costa_Rica","Continental","Thermally_Stable","Parque_Nacional_Marino_Ballena","Punta_Uvita",2001,2003,2,14.8,5.9,-0.4,-30.07,-161.28,9.1449,-83.7627,2001,0,30.5499992370605
"132",78,"{Glynn, 1988 #100056}","Galapagos","Eastern_Galapagos_Islands","Eastern_Galapagos_Islands","Ecuador","Oceanic","Galapagos_Islands ","Santa_Cruz_Island","Academy_Bay",1982,1984,2,48.98,1.46,-1.53,-48.51,-420.61,-0.7667,-90.28333,1982,0.322613459342871,27.769998550415
"133",102,"{Glynn, 2014 #97710}","Tropical_East_Pacific","Nicoya","Gulf_of_Chiriqui","Panama","Continental","Thermally_Stable","Gulf_of_Chiriqui","Uva_Island",1998,2000,2,13.26,16.18,0.09,10.97,-49.47,7.79297,-81.75487,1998,10.2796258731764,31.4099998474121
